University_Name_CN,University_Name_EN,University_Name_Local,City,URL,University_Abbr,University_Other_Name,Description_CN,Description_EN,Unit_CN,Unit_EN,Lon,Lat
智利大学,University of Chile,Universidad de Chile,Santiago,http://www.fau.uchile.cl/,UC,,智利大学的建筑与城市规划学院开设地理信息系统的硕士学位课程，培训方向包括GIS相关的理论研究及应用，尤其是用GIS去分析和解决城乡规划以及环境科学相关问题的能力。,"The Faculty of Architecture and Urban Planning at the University of Chile offers a master’s degree course in geoinformatics. The training focuses on the theories and applications of GIS, especially the ability to use GIS in analyzing and solving problems related to urban and rural planning and environmental sciences. Those who have a bachelor’s degree in geography or related subjects and have GIS backgrounds can apply.",建筑与城市规划学院,Faculty of Architecture and Urban Planning,-70.651,-33.444
里约热内卢联邦大学,Federal University of Rio de Janeiro,Universidade Federal do Rio de Janeiro,Rio de Janeiro,http://www.geografia.ufrj.br/,UFRJ,,里约热内卢联邦大学的地理系开设了硕士和博士学位课程。一些相关的研究领域包括城市地理学、区域规划、交通、遥感、地图学、经济地理学和文化地理学。,"The Department of Geography at Federal University of Rio de Janeiro operates Master’s and Doctoral degree programs. Some relevant research domains include urban geography, regional planning, transportation, remote sensing, cartography, economic geography, and cultural geography.",地理系,Department of Geography,-43.225,-22.862
巴西利亚大学,University of Brasilia,Universidade de Brasília,Brasília,http://www.gea.unb.br/,UnB,,巴西利亚大学地理系开设硕士和博士学位，相关方向有计量地理学、遥感、城市化研究、土地管理等。,"The Department of Geography at the University of Brasilia operates Master’s and Doctoral programs. Some relevant research domains include quantitative geographic methods, remote sensing, urbanization, and territorial management.",地理系,Department of Geography,-47.872,-15.763
南马托格罗索​联邦大学,Federal University of Mato Grosso do Sul,Universidade Federal de Mato Grosso do Sul,Campo Grande,https://ppggeografiacptl.ufms.br/,UFMS,,南马托格罗索​联邦大学开设地理学的硕士和博士学位（地理学课程一般不位于主校区大坎普，而在Tres Lagoas校区，但和主校区是统一管理的），主要方向为应用地理学、生态地理、遥感、城乡规划、城市土地管理等。,"The Federal University of Mato Grosso do Sul operates Master’s and Doctoral degree programs in geography. These programs are hosted at Tres Lagoas, which is a branch campus administrated by the same university. Some relevant research domains include applied geography, ecological geography, remote sensing, urban and rural planning, and urban territorial management.",地理系,Department of Geography,-54.616,-20.504
圣保罗州立大学,São Paulo State Universit,Universidade de São Paulo,Rio Claro,https://igce.rc.unesp.br/#!/ensino/departamentos/geografia-e-planejamento-ambiental/,USP,,圣保罗州立大学的地理和环境规划系开设硕士和博士学位，相关方向包括应用地理学、制图学、土地规划等。,"The Sao Paulo State University (UNESP) operates Master’s and Doctoral degree programs in geography. Some relevant research domains include applied geography, cartography, and land planning.",地理与环境规划系,Department of Geography and Environmental Planning,-50.437,-22.649
圣塔玛利亚联邦大学,Federal University of Santa Maria,Universidade Federal de Santa Maria,Santa Maria,http://coral.ufsm.br/depgeo/,UFSM,,圣塔玛利亚联邦大学地球科学系开设硕士和博士学位，相关方向包括制图学、地理信息系统、城市地理学、城市规划等。,"The geoscience department at Federal University of Santa Maria operates Master’s and Doctoral degree programs in geography. Some relevant research domains include cartography, GIS, urban geography, and urban planning.",地球科学系,Department of Geosciences,-53.721,-29.721
大多拉杜斯联邦大学,Federal University of Grande Dourados,Universidade Federal da Grande Dourados,Dourados,https://portal.ufgd.edu.br/pos-graduacao/mestrado-doutorado-geografia/index,UFGD,,大多拉杜斯联邦大学地理系开设硕士和博士学位，相关方向包括空间政策研究、空间规划、土地和社会环境规划、制图学等。,"The Department of Geography at Federal University of Grande Dourados operates Master’s and Doctoral degree programs in geography. Some relevant research domains include spatial policy, space planning, territorial and social environment planning, and cartography.",地理系,Department of Geography,-54.817,-22.216
安第斯大学,University of Los Andes,Universidad de los Andes,Bogotá,https://geociencias.uniandes.edu.co/,UNIANDES,,安第斯大学的地球科学系开设遥感方向的研究项目，主要是在地质学（地质结构的识别和绘图）和地球物理学（全球重力场、地表变形）中的应用，也有在生物学、土地利用和覆盖、森林火灾探测、洪水、农作物健康以及考古学上的应用。该系也有大地测量学的课题。该校的土木及环境工程系有城市和区域可持续发展研究小组，开展空间建模、空间分析、城市和区域管理、公共空间等方向的研究。该系有硕士及博士学位项目。,"The Department of Geosciences at the University of Los Andes operates remote sensing research projects. Its application domains are mainly in geology (recognition and mapping of geological structures) and geophysics (global gravity field, surface deformation) but also in biology, land use, land cover, forest fire detection, flooding, crop health, and archaeology. The department also has research projects in geodesy. The Department of Civil and Environmental Engineering hosts an urban and regional sustainable development research group, which carries out research on spatial modeling, spatial analysis, urban and regional management, and public space. The department has master’s and doctoral degree programs.",地球科学系,Department of Geosciences,-74.065,4.602
安第斯大学,University of Los Andes,Universidad de los Andes,Bogotá,https://civilyambiental.uniandes.edu.co/,UNIANDES,,安第斯大学的地球科学系开设遥感方向的研究项目，主要是在地质学（地质结构的识别和绘图）和地球物理学（全球重力场、地表变形）中的应用，也有在生物学、土地利用和覆盖、森林火灾探测、洪水、农作物健康以及考古学上的应用。该系也有大地测量学的课题。该校的土木及环境工程系有城市和区域可持续发展研究小组，开展空间建模、空间分析、城市和区域管理、公共空间等方向的研究。该系有硕士及博士学位项目。,"The Department of Geosciences at the University of Los Andes operates remote sensing research projects. Its application domains are mainly in geology (recognition and mapping of geological structures) and geophysics (global gravity field, surface deformation) but also in biology, land use, land cover, forest fire detection, flooding, crop health, and archaeology. The department also has research projects in geodesy. The Department of Civil and Environmental Engineering hosts an urban and regional sustainable development research group, which carries out research on spatial modeling, spatial analysis, urban and regional management, and public space. The department has master’s and doctoral degree programs.",土木工程系,Department of Civil and Environmental Engineering,-74.065,4.602
阿古斯丁·科达齐地理研究所,Geographic Institute Agustín Codazzi,Instituto Geográfico Agustín Codazzi,Bogotá,https://ciaf.igac.gov.co/es,IGAC,,阿古斯丁·科达齐地理研究所是一个政府部门，旨在制作地图和管理地理空间数据，如哥伦比亚的地籍基础设施和土壤调查。它提供与地理信息系统有关的培训。,The IGAC is a government sector aiming to produce maps and manage geospatial data such as the cadastral infrastructure and soil survey in Colombia. It provides GIS-related trainings.,地理信息调查与发展中心,Center for Investigation and Development in Geographic Information,-74.08,4.638
哥伦比亚国立大学波哥大校区,"National University of Colombia, Bogota",,Bogotá,http://www.cienciasagrarias.bogota.unal.edu.co/,,,哥伦比亚国立大学在其农业科学学院下开设了地理信息学硕士课程。该项目主要针对那些对研究和发展地理信息学感兴趣的专业人员。总体目标是发展地理信息学的研究能力，产生新的知识，并将其与地理空间概念、方法和技术一起应用并寻求可持续发展问题的解决方案。,"The National University of Colombia is a national research university in Colombia. It operates a Master in Geomatics program under its Faculty of Agricultural Sciences. It is fundamentally aimed at professionals who are interested in training in research and development of geomatics as a basis for generating solutions to various problems whose conception and solution involves a spatial approach. The general objective is to develop research capacity in Geomatics, to generate new knowledge and apply it creatively together with geospatial concepts, methods and techniques in the search for solutions to spatially conceived sustainable development problems.",农业科学学院,Faculty of Agricultural Sciences,-74.084,4.638
新格拉纳达军事大学,Nueva Granada Military University,Universidad Militar Nueva Granada,Bogotá,https://www.umng.edu.co/facultad-de-ingenieria,,,新格拉纳达军事大学的工程研究生院有一个地理信息的研究生项目。它的任务是培训地理信息领域的专家，通过管理和分析地理空间信息和使用相应的技术工具，促进他们参与跨学科研究，从基于地理信息系统的方法中为不同问题提供解决方案。,"The Graduate School of Engineering at UMNG has a postgraduate program in geomatics. Its mission is to train specialists in the area of ​​geomatics, through the management and analysis of geospatial information and the use of the respective technological tools, to promote their participation in interdisciplinary groups that provide solutions to problems of a diverse nature from a systemic approach based on geomatics.",工程学院,Graduate School of Engineering,-74.041,4.688
哥伦比亚国立大学麦德林校区,"The National University of Colombia, Medellin",,Medellín,https://cienciasagrarias.medellin.unal.edu.co/136-departamento-forestal/especializacion-en-sistemas-de-informacion-geografica/1973-especializacion-en-sistemas-de-informacion-geografica.html,,,哥伦比亚国立大学麦德林校区在制图管理、图像解读和编程等领域开设了与GIS相关的研究生课程。该大学有多个与GIS相关的项目和研究组。通过这些形式，应用地理信息系统以满足研究生学习GIS的需求。,"The Medellin campus of National University of Colombia operates GIS-related postgraduate courses in the areas of cartographic management, image interpretation, and programming. The University also has experience in research and extension projects, research groups and laboratories that work continuously with geographic information systems. Through all this experience, the Specialization in Geographic Information Systems was created to meet the demand that the environment has for graduate studies.",林业科学系,Department of Forestry Sciences,-74.084,4.638
亚琛工业大学,RWTH Aachen University,Rheinisch-Westfälische Technische Hochschule Aachen,Aachen,https://www.rwth-aachen.de/go/id/a/?lidx=1,RWTH Aachen,,亚琛工业大学是是德国最大的理工大学，是TU9、IDEA联盟、TIME、UNITECH等一系列学术联合体以及ALMA Snowevent的成员。该校地理系研究范围涵盖自然地理，文化地理，经济地理和城市区域监测与分析。其中GIS相关研究主要集中在城市区域监测与分析组，由Prof. Dr. Stefan Fina牵头。,"RWTH Aachen is the largest polytechnic university in Germany and is a member of a number of academic associations such as TU9, IDEA, TIME, UNITECH and ALMA Snowevent. The research scope of its geography department covers physical geography, cultural geography, economic geography, and urban area monitoring and analysis. GIS-related research is mainly hosted by the Analysis and Monitoring of Urban Areas Group under Prof. Stefan Fina.",城市区域监测与分析组,Analysis and Monitoring of Urban Areas,6.067,50.779
卡尔斯鲁厄理工学院,Karlsruhe Institute of Technology,Karlsruher Institut für Technologie,Karlsruhe,https://www.kit.edu,KIT,,卡尔斯鲁厄理工学院是德国历史悠久的理工大学，德国理工大学九校联盟TU9成员之一，在自然科学及工程领域颇有建树。卡尔斯鲁厄理工学院的地理与地球生态研究所（IFGG）内有多位从事GIS相关研究的导师，研究覆盖城市地理、交通地理、自然地理和环境生态。,"The Karlsruhe Institute of Technology has a long history and is a member of the TU9 consortium of German universities, with a strong presence in the natural sciences and engineering. The Institute of Geography and Geoecology (IFGG) at Karlsruhe Institute of Technology has several instructors working on GIS-related research covering urban geography, transport geography, physical geography and environmental ecology.",地理与地球生态研究所, IFGG,8.415,49.012
奥格斯堡大学,University of Augsburg,Universitat Augsburg,Augsburg,https://www.uni-augsburg.de/de/,Uni-Augsburg,,奥格斯堡大学地理所隶属于应用计算机科学学院，距今已有50余年的历史。由于显著的计算机学科特色，奥格斯堡大学地理所除了传统的自然地理、人文地理研究方向，还发展了较为突出的地理信息科学方向和空间规划方向。该系也开设地理信息方向的两年期硕士项目，涵盖遥感、地理信息的建模仿真，数据库和软件开发等。,"The Institute of Geography at Augsburg University is part of the School of Applied Computer Science, which has a history of more than 50 years. Due to the significant computer science discipline, this institute has developed prominent directions of geographic information science and spatial planning in addition to the traditional directions of physical and human geography research. This department also operates the 2-year masters program in geomatics，which covers remote sensing, modeling and simulation of geographic information, database and software development, etc",地理所,Institute of Geography,0.898,48.283
弗莱堡大学,University of Freiburg,Universität Freiburg,Freiburg,https://uni-freiburg.de,Uni-Freiburg,,弗莱堡大学是德国最为古老的大学之一。学校由11个院系组成，有着教授人文、社会科学和自然科学的传统。弗莱堡大学的GIS研究分散在自然地理系和人文地理系中，偏向于实际应用。自然地理系关注环境方面的地理信息系统和遥感应用，空间数据管理以及空间数据基础设施建设。人文地理系关注城市地理学研究，以及社交媒体语料的相关分析方法。同时，弗莱堡大学也开设了Environmental Modelling and GIS硕士项目，重点教授针对土壤、森林等环境数据的收集、存储、处理、分析与可视化技术课程。,"The University of Freiburg is one of the oldest universities in Germany. The university consists of 11 faculties. GIS research at the University of Freiburg is more practical applications and can be found in both the Department of Physical Geography and the Department of Human Geography. The Department of Physical Geography focuses on environmental GIS and remote sensing applications, spatial data management, and spatial data infrastructure development. The Department of Human Geography focuses on urban geography research, as well as on analytical methods related to the social media corpus. The University of Freiburg also offers a master program in Environmental Modelling and GIS, which focuses on the collection, storage, processing, analysis and visualization techniques for environmental data such as soil and forestry.",地理所,Institute of Geography,7.848,48.002
德累斯顿工业大学,Technical University of Dresden,Technische Universität Dresden,Dresden,https://tu-dresden.de,TU Dresden,,德累斯顿工业大学是德国理工大学九校联盟TU9成员之一，其环境科学学院主要针对森林科学、地理科学、水科学进行研究，其中地理科学中设有行星大地测量系、大地测量系、地理信息系、地图制图系、摄影测量和遥感系、地理系。,"Dresden University of Technology is a member of TU9. Its environmental science faculty covers research in forestry, geoscience and hydrology. The geoscience research covers geodesy, geoinformation, cartography, remote sensing, and geography。",环境科学学院,Faculty of Environmental Sciences,13.727,51.026
慕尼黑大学,The Ludwig-Maximilians University,Ludwig-Maximilians-Universität München,Munich,https://www.lmu.de/de/index.html,LMU,,慕尼黑大学为欧洲历史最为悠久的大学之一，为德国学术资源最为集中、声誉最佳的前三大高校之一。其地理系是欧洲中部最大的地理系之一，主要研究自然地理（水文学，遥感和景观生态学）和人文地理（着重于经济地理学和人与环境的关系）。遥感和GIS在这些研究项目中经常被涉及。,"The University of Munich is one of the oldest universities in Europe and one of the top universities in Germany in terms of academic resources and the reputation. Its Department of Geography is one of the largest of its kind in central Europe, focusing on physical geography (hydrology, remote sensing and landscape ecology) and human geography (with an emphasis on economic geography and the relationship between people and the environment). Remote sensing and GIS are often involved in these research projects.",地理系,Department of Geography,11.581,48.15
斯图加特大学,University of Stuttgart,Universität Stuttgart,Stuttgart,https://www.uni-stuttgart.de,Stuttgart,,斯图加特大学以工科著名，是德国理工大学九校联盟TU9成员之一，在其跨学科联合体 Faculty 6 中下设多个航空，空间和大地测量学领域的相关系所，涉及到GIS相关研究的导师主要集中在摄影测量研究所（IFP），大地测量研究所（IIGS）和测地所（GIS）。斯图加特大学较为出名的还有GEOENGINE的两年期硕士项目，英语授课，内容覆盖测绘，定位，导航，地图制图等。,"University of Stuttgart is a member of TU9. Under its Faculty 6 there are departments on geodesy and spatial sciences which operates projects in GIS. This university is also home to GEOENGINE, which is a 2-year masters program focusing on surveying, navigation and mapping.",摄影测量研究所，斯图加特工程大地测量研究所，测地所,"Institute for Photogrammetry, IIGS, Institute of Geodesy",9.104,48.743
明斯特大学,University of Münster,University of Münster ,Münster,https://www.uni-muenster.de/Geoinformatics/en/,WWU,,"明斯特大学地理信息系在地理信息理论，空间统计，时空数据分析，地理认知，人机交互方面实力雄厚。 Gilberto Camara、Werner Kuhn 曾在此任教。该系有一个两年制Geoinformation 的英语授课硕士项目，以及一个1.5年欧盟伊拉姆斯 Geospatial technologies 硕士项目。博士不定时提供DAAD或者DFG, EU H2020项目资助位置。明斯特市有很多地理信息企业 比如 ESRI，52 north, con terra, GeoIT etc.","The Department of Geoinformation at Münster University is reputable in GIS theory, spatial statistics, spatio-temporal data analysis, geocognition, and human-computer interaction. Gilberto Camara and Werner Kuhn have worked here. The department has a two-year English-taught master’s program in Geoinformation and a 1.5-year EU master’s program in Geospatial technologies with Erasmus. The PhD is offered from time to time with DAAD, DFG, or EU H2020 project funding positions. There are many geoinformation companies in Münster such as ESRI, 52 north, con terra, GeoIT etc.",地理信息研究所,Geoinformation,7.6,51.967
柏林工业大学,Technical University of Berlin,Technische Universität Berlin,Berlin,https://www.igg.tu-berlin.de/menue/ueber_uns/parameter/en/,TU Berlin,,柏林工业大学在规划建筑环境学院下设大地测量与地理信息技术研究所，着重大地测量、GNSS测量、地理信息学方法论等研究，夏坚白、王之卓等院士曾在此就读。该校GIS主要是正常的2年制硕士，分成测量、计算机视觉与遥感、GIS等方向授课。硕士毕业后，可寻求funding读博，时间3-5年。,"The Institute of Geodesy and Geoinformation Technology under the School of Planning, Architecture and Environment at the Technical University of Berlin is devoted to research on major geodesy, GNSS surveying, and geoinformatics methodology. Academicians such as Xia Jianbai and Wang Zhizhuo have studied here. The master’s program of TU Berlin is mainly two-year, which is divided into surveying, computer vision and remote sensing, GIS, and other directions. After graduating with a master’s degree, students can seek funding for spending 3 to 5 years to finish Ph.D.",大地测量与地理信息技术研究所,Institute of Geodesy and Geoinformation Science,13.329,52.511
柏林洪堡大学,Humboldt University of Berlin,Humboldt-Universitat zu Berlin,,https://www.geographie.hu-berlin.de/en/geography_department,HU Berlin,,柏林洪堡大学的地理系历史悠久，在200余年的发展中几乎涵盖了自然地理、人文地理共9个方向的研究，是德国地理研究的枢纽。该校GIS主要是在正常的2年制硕士（全球变化地理）中下设课程内容，硕士毕业后可利用3-5年的时间完成博士学位。,"The Geography Department of HU Berlin has a long history. During the development period of more than 200 years, it has almost covered 9 research directions in physical geography and human geography. It is the hub of geographical research in Germany. The courses of the university about GIS are mainly based on the two-year master’s (Global Change Geography) curriculum. After the master’s degree, students can take 3-5 years to complete the Ph.d.",地理系,Geography Department,13.297,52.466
柏林自由大学,Free University of Berlin,Freie Universität Berlin,Berlin,https://www.geo.fu-berlin.de/en/geog/fachrichtungen/index.html,FU Berlin,,柏林自由大学地理所属于地球科学系，研究领域包括自然地理，应用自然物理，人文地理和遥感与地理信息，学科实力较强。GIS / RS相关研究主要其中在Prof. Dr. Sören Hese牵头的遥感与地理信息工作组。,"The Institute of Geographical Sciences at the FU Berlin belongs to the Department of Earth Sciences. Its research fields include physical geography, applied physical geography, human geography, and remote sensing and geographic information, with strong disciplines. GIS / RS related research is mainly in the remote sensing and geographic information working group led by Prof. Dr. Sören Hese.",地理所,Institute of Geographical Sciences,13.293,52.452
汉堡大学,University of Hamburg,University of Hamburg,Hamburg,https://www.geo.uni-hamburg.de/geographie.html,Uni-Hamburg,,汉堡大学地理所于1919年成立，是地球系统与可持续性研究中心（CEN）的成员，并且在“综合气候系统分析预测”（CliSAP）中发挥着核心作用。目前该所隶属于地球科学系，共有八位教授，偏重于气候研究、资源研究与城市研究。同时汉堡大学也开设了“全球转型与环境变化”主题的地理学硕士项目（德语授课+英语材料），该硕士项目面向自然地理学和社会科学的结合，并基于地理信息学方法进行实际训练如地理数据分析和空间研究。,"The Institute of Geography at the University of Hamburg, founded in 1919, is a member of the Center for Earth System and Sustainability Research (CEN) and plays a leading role in the “Integrated Climate System Analysis and Prediction” (CliSAP). The Institute is currently part of the Department of Earth Sciences and has eight professors with focuses on climate research, resource research and urban research. The University of Hamburg also offers a master’s program in geography on the topic of “Global Transformation and Environmental Change”, which is an integration of physical geography and social sciences and is based on geoinformatics methods for practical training such as geodata analysis and spatial research.",地理所,Institute of Geography,9.985,53.565
汉诺威大学,University of Hannover,University of Hannover,Hannover,https://www.ikg.uni-hannover.de/en,Uni-Hannover,,汉诺威大学是德国理工大学九校联盟TU9成员之一，其地理学研究存在于多个机构，覆盖自然地理、人文地理和GIS。Viktor Heißler和Günter Hake曾在此任教。其中GIS相关研究主要集中在地图与地理信息研究所，该所研究方向主要偏向于大数据、机器学习、激光点云、SLAM等。,"The University of Hannover is a member of TU9, and its geography research exists in several different units, including physical geography, human geography and GIS. The GIS-related topics are mainly carried out in the Institute of Cartography and Geoinformatics. The main research directions of the Institute are big data, machine learning, laser point cloud, SLAM, etc. Viktor Heißler and Günter Hake have worked here.",地图与地理信息研究所,Institute of Cartography and Geoinformatics,9.756,52.295
波恩大学,University of Bonn,University of Bonn ,University of Bonn,https://www.geographie.uni-bonn.de/department,Uni-Bonn,,波恩大学地理系学科建设全面，研究领域包括气候与景观生态，发展地理学，经济与社会地理，地理学教育，地貌学，历史与文化地理，水文与水资源管理，遥感与GIS，以及城市与区域经济。其中，GIS相关研究主要集中在Research Group Greve （由Herr Prof. Klaus Greve牵头），和 Remote Sensing Research Group （由PD Dr. Olena Dubovyk牵头）。,"The Department of Geography of the University of Bonn has comprehensive disciplines. The research fields include climate and landscape ecology, development geography, economic and social geography, geography education, geomorphology, historical and cultural geography, hydrology and water resources management, remote sensing and GIS, and urban and Regional economy. Among them, GIS / RS related research mainly focuses on GIS Research Group (led by Prof. Dr. Klaus Greve), and Remote Sensing Research Group (led by PD Dr. Olena Dubovyk).",地理系,Department of Geography,7.087,50.725
波茨坦大学,University of Potsdam,University of Potsdam,Potsdam,https://www.uni-potsdam.de/en/umwelt/,Uni-Potsdam,,"波茨坦大学环境科学与地理研究所在人文地理，景观，自然灾害，水文气候等方面有广泛的研究基础。GIS相关研究主要由Prof. Dr. Manfred Rolfes牵头。此外，波茨坦大学地质研究所开设了Remote Sensing, geoinformation and visualization两年期硕士项目，英语授课，重点教授遥感影像和地理信息的处理、分析与可视化相关技术课程。","The Institute of Environmental Sciences and Geography at the University of Potsdam has an extensive research base in human geography, landscapes, natural hazards, hydroclimatology, etc. GIS-related research is mainly led by Prof. Manfred Rolfes. In addition, the Institute of Geology at the University of Potsdam offers two-year master programs in Remote Sensing, geoinformation and visualization, which are taught in English and focus on techniques related to the processing, analysis and visualization of remote sensing images and geoinformation.",环境科学与地理研究所,Institute of Environmental Science and Geography,13.013,52.4
海德堡大学,Heidelberg University,Heidelberg University,Heidelberg University,https://www.geog.uni-heidelberg.de/gis/,Uni-Heidelberg,,海德堡大学建立于1386年，是德国最古老的大学。除了GIS系以外，人文地理，经济地理等方向也实力雄厚。GIScience group 主要研究 OSM，VGI，人道主义救援以及 Lidar和摄影测量，科研经费充足。,"Founded in 1386, the University of Heidelberg is the oldest university in Germany. The GIScience group focuses on OSM, VGI, humanitarian relief, and Lidar and photogrammetry, and is well funded.",地理信息系,GIS,8.671,49.414
科隆大学,University of Cologne,University of Cologne,Cologne,https://geographie.uni-koeln.de/en/,Uni-Koeln,,科隆大学是一所位于德国科隆的研究型公立大学。其地理所构筑了较为全面的学科体系，其中GIS相关研究主要集中在GIS与遥感工作组，由Prof. Dr. Georg Bareth牵头，研究方向包括基于位置服务，GIS建模，空间数据基础设施，激光雷达，无人机等。,"The University of Cologne is a research-oriented public university. Its Institute of Geography has built a comprehensive disciplinary system, in which GIS-related research is mainly carried out in the GIS and Remote Sensing Working Group, directed by Prof. Georg Bareth. The research interests include location-based services, GIS modeling, spatial data infrastructures, LiDAR, UAVs, etc.",地理所,Institute of Geography,6.935,50.927
耶拿大学,Institute of Geography,University of Jena,Jena,https://www.geographie.uni-jena.de/en,Uni-Jena,,耶拿大学地理所中的GIS研究主要集中在GIScience Group，偏重于地理信息系统与环境模型的结合和开发应用，包括环境统计与地学计算，环境建模软件与数据管理，生态水文模拟，以及地表过程监测。在经济地理学方面，也有一个团队着重个体与公司的空间移动性与连通性研究。在硕士培养方面，耶拿大学开设了两年制地理信息学硕士（德语授课），重点介绍地理信息学和遥感领域的内容，并侧重于其在景观系统与土地空间异质性方面的分析应用。,"GIS research in the Institute of Geography at the University of Jena is conducted in the GIScience Group and focuses on the integration and development of applications of GIS and environmental models, including environmental statistics and geo-computing, environmental modeling software and data management, ecohydrological simulation, and surface process monitoring. The Institute also has an economic geography team that focuses on the spatial mobility and connectivity of individuals and firms. There is a 2-year masters program in GIS, whose emphasis is placed on the fields of geoinformatics and remote sensing, with a focus on their analytical applications to landscape systems and spatial heterogeneity of land.",地理所,Institute of Geography,11.589,50.929
哥廷根大学,University of Göttingen,Georg-August-Universität Göttingen,Göttingen,https://www.uni-goettingen.de,Uni-Goettingen,,哥廷根大学地质科学与地理学院是较大规模的综合性地学学院，涵盖横跨地质科学和地理学的十二个系，发展非常全面。其中，GIS相关研究主要集中在制图学、GIS与遥感系，牵头人为Prof. Dr. Martin Kappas。,"The Faculty of Geosciences and Geography at the University of Göttingen is a large and comprehensive geoscience institute, covering 12 departments spanning geosciences and geography, and is very well developed. Among them, GIS-related research is concentrated in the Department of Cartography, GIS and Remote Sensing supervised by Prof. Martin Kappas.",制图学、GIS与遥感系,"Department of Cartography, GIS and Remote Sensing",9.952,51.559
苏黎世联邦理工学院,ETH Zurich,Eidgenössische Technische Hochschule Zürich,Zurich,https://ikg.ethz.ch/en/,ETH Zurich,,苏黎世联邦理工学院GIS相关系所位于土木，环境与测量系 (D-BAUG)。D-BAUG下设很多研究所，包括Geodesy and Photogrammetry (IGP)、Cartography and Geoinformation (IKG)、Spatial and Landscape Development (IRL)、Transport Planning and Systems (IVT)等。该系也有老师参与Singapore-ETH Future cities Laboratory的相关研究。硕士项目有Master in geomatics，该项目可从Engineering geodesy and photogrammetry、Space geodesy and Navigation、GIS and cartography、planning(德语)选择两个方向。博士职位根据项目需要不定期放出，可在每个系或实验室主页查看Open Positions。,"The Institutes of ETH Zurich about GIS are located in the Department of Civil Engineering, Environment and Surveying (D-BAUG). D-BAUG has many research institutes, including Geodesy and Photogrammetry (IGP), Cartography and Geoinformation (IKG), Spatial and Landscape Development (IRL), Transport Planning and Systems (IVT), etc. Professors and Researchers from this department also participate in related research in Singapore-ETH Future Cities Laboratory. The master’s program includes Master in geomatics, which can choose two directions from Engineering geodesy and photogrammetry, Space geodesy and Navigation, GIS and cartography, and planning (German). Doctoral positions are released from time to time according to project needs. You can check open Positions on the homepage of each department or laboratory.",制图与地理信息研究所,Institute of Cartography and Geoinformation,8.507,47.407
苏黎世大学,University of Zurich,Universität Zürich,Zurich,https://www.geo.uzh.ch/en.html,UZH,"University of Zurich, UZH",苏黎世大学简称UZH，位于瑞士德语区，是瑞士最大的综合性大学。苏黎世大学地理系发展全面、综合实力很强，涵盖自然地理、人文地理、GIS和遥感等。该系硕士项目主要有地理学硕士项目（包含普通地理学方向，自然地理学方向，人文地理学方向，遥感方向和GIS方向），和地球系统科学硕士项目。该系会根据项目需要不定期放出有针对性的博士职位供申请。,"The University of Zurich is located in the German-speaking area of Switzerland and is the largest comprehensive university in Switzerland. The Department of Geography at the University of Zurich has a comprehensive development and strength, doing research on physical geography, human geography, GIS, and remote sensing. The master’s programs in this department mainly include master’s programs in geography (including general geography, physical geography, human geography, remote sensing, and GIS), and earth system science master programs. The department will open targeted doctoral positions for applications according to the needs of the project.",地理系,Department of Geography,8.549,47.375
洛桑联邦理工学院,EPFL,École Polytechnique Fédérale de Lausanne,Lausanne,https://www.epfl.ch/labs/lasig/,EPFL,,洛桑联邦理工学院的GIS / RS相关的老师主要集中在建筑、土木与环境工程系中，包括Laboratory of Geographic Information Systems (LASIG)、Geodetic Engineering Laboratory (TOPO)、 EPFL’s Alpine and Polar Research Centre三个实验室及研究中心，涵盖了GIS应用、卫星定位、RS算法等研究方向。该校GIS的相关项目为环境工程硕士。本科毕业申请可修2年硕士或 5年博士，硕士毕业申请可修4年博士。,"The GIS/RS-related professors and researchers of EPFL are mainly concentrated in the Department of Architecture, Civil and Environmental Engineering, including the Laboratory of Geographic Information Systems (LASIG), Geodetic Engineering Laboratory (TOPO), EPFL’s Alpine and Polar Research Centre And research center, doing researches on GIS application, satellite positioning, RS algorithm, and other research directions. The related GIS/RS program of EPFL is the master’s program of environmental engineering. The entrance degree for the master’s program is bachelor’s degree and the duration is 2 years. After graduating from the master’s program, the student can continue pursuing the Ph.D. degree.",LASIG实验室、 TOPO实验室、 ALPOLE研究中心,LASIG Lab、 TOPO Lab、 ALPOLE Research Center,6.566,46.519
洛桑大学,University of Lausanne,Université de Lausanne,Lausanne,https://www.unil.ch/igd/home.html,UNIL,,作为跨学科的研究所，洛桑大学的地理与可持续性研究所涵盖了自然地理、人文地理、GIS等领域的研究。该系GIS的硕士课程内容为地理硕士的具体方向。本科毕业申请可修2年硕士，硕士毕业申请可修3-5年博士。,"As an interdisciplinary research institute, the Institute of Geography and Sustainability at the University of Lausanne does research on the fields of physical geography, human geography, and GIS/RS. The content of the GIS master’s course of this institute is the specific direction of the master of geography. The entrance degree for the master’s program is bachelor’s degree and the duration is 2 years. After graduating from the master’s program, the student can continue pursuing the Ph.D. degree.",地理系,Institute of geography and sustainability,6.581,46.519
